0_0: transcript:QX1410.16786.1
0_3976: transcript:QX1410.19419.4
0_3977: transcript:QX1410.19420.1
0_3978: transcript:QX1410.19421.1
0_3979: transcript:QX1410.19422.1
0_3980: transcript:QX1410.19423.1
0_3981: transcript:QX1410.19424.1
0_3982: transcript:QX1410.19423.2
0_3983: transcript:QX1410.19425.1
0_3984: transcript:QX1410.19426.1
0_3985: transcript:QX1410.19426.2
0_3986: transcript:QX1410.19427.1
0_3987: transcript:QX1410.19428.1
0_3988: transcript:QX1410.19429.1
0_3989: transcript:QX1410.19430.1
0_3990: transcript:QX1410.19430.2
0_3991: transcript:QX1410.19431.1
0_3992: transcript:QX1410.19431.2
0_3993: transcript:QX1410.19431.3
0_3994: transcript:QX1410.19432.1
0_3995: transcript:QX1410.19433.1
0_3996: transcript:QX1410.19433.2
0_3997: transcript:QX1410.19433.3
0_3998: transcript:QX1410.19434.1
0_3999: transcript:QX1410.19435.1
0_4000: transcript:QX1410.19435.2
0_4001: transcript:QX1410.19435.3
0_4002: transcript:QX1410.19435.4
0_4003: transcript:QX1410.19435.5
0_4004: transcript:QX1410.19435.6
0_4005: transcript:QX1410.19436.1
0_4006: transcript:QX1410.19437.1
0_4007: transcript:QX1410.19437.2
0_4008: transcript:QX1410.19438.1
0_4009: transcript:QX1410.19438.2
0_4010: transcript:QX1410.19438.3
0_4011: transcript:QX1410.19439.1
0_4012: transcript:QX1410.19440.1
0_4013: transcript:QX1410.19440.2
0_4014: transcript:QX1410.19440.3
0_4015: transcript:QX1410.19441.1
0_4016: transcript:QX1410.19442.1
0_4017: transcript:QX1410.19443.1
0_4018: transcript:QX1410.19444.1
0_4019: transcript:QX1410.19444.2
0_4020: transcript:QX1410.19443.2
0_4021: transcript:QX1410.19443.3
0_4022: transcript:QX1410.19445.1
0_4023: transcript:QX1410.19446.1
0_4024: transcript:QX1410.19447.1
0_4025: transcript:QX1410.19447.2
0_4026: transcript:QX1410.19447.3
0_4027: transcript:QX1410.19448.1
0_4028: transcript:QX1410.19449.1
0_4029: transcript:QX1410.19450.1
0_4030: transcript:QX1410.19450.2
0_4031: transcript:QX1410.19451.1
0_4032: transcript:QX1410.19452.1
0_4033: transcript:QX1410.19453.1
0_4034: transcript:QX1410.19454.1
0_4035: transcript:QX1410.19455.1
0_4036: transcript:QX1410.19456.1
0_4037: transcript:QX1410.19456.2
0_4038: transcript:QX1410.19456.3
0_4039: transcript:QX1410.19456.4
0_4040: transcript:QX1410.19457.1
0_4041: transcript:QX1410.19458.1
0_4042: transcript:QX1410.19458.2
0_4043: transcript:QX1410.19458.3
0_4044: transcript:QX1410.19459.1
0_4045: transcript:QX1410.19459.2
0_4046: transcript:QX1410.19460.1
0_4047: transcript:QX1410.19460.2
0_4048: transcript:QX1410.19460.3
0_4049: transcript:QX1410.19460.4
0_4050: transcript:QX1410.19460.5
0_4051: transcript:QX1410.19460.6
0_4052: transcript:QX1410.19460.7
0_4053: transcript:QX1410.19460.8
0_4054: transcript:QX1410.19461.1
0_4055: transcript:QX1410.19462.1
0_4056: transcript:QX1410.19462.2
0_4057: transcript:QX1410.19463.1
0_4058: transcript:QX1410.19463.2
0_4059: transcript:QX1410.19463.3
0_4060: transcript:QX1410.19463.4
0_4061: transcript:QX1410.19464.1
0_4062: transcript:QX1410.19465.1
0_4063: transcript:QX1410.19466.1
0_4064: transcript:QX1410.19466.2
0_4065: transcript:QX1410.19467.1
0_4066: transcript:QX1410.19468.1
0_4067: transcript:QX1410.19468.2
0_4068: transcript:QX1410.19469.1
0_4069: transcript:QX1410.19470.1
0_4070: transcript:QX1410.19471.1
0_4071: transcript:QX1410.19472.1
0_4072: transcript:QX1410.19473.1
0_4073: transcript:QX1410.19474.1
0_4074: transcript:QX1410.19474.2
0_4075: transcript:QX1410.19475.1
0_4076: transcript:QX1410.19476.1
0_4077: transcript:QX1410.19477.1
0_4078: transcript:QX1410.19477.2
0_4079: transcript:QX1410.19478.1
0_4080: transcript:QX1410.19479.1
0_4081: transcript:QX1410.19480.1
0_4082: transcript:QX1410.19481.1
0_4083: transcript:QX1410.19482.1
0_4084: transcript:QX1410.19483.1
0_4085: transcript:QX1410.19483.2
0_4086: transcript:QX1410.19484.1
0_4087: transcript:QX1410.19485.1
0_4088: transcript:QX1410.19486.1
0_4089: transcript:QX1410.19487.1
0_4090: transcript:QX1410.19488.1
0_4091: transcript:QX1410.19489.1
0_4092: transcript:QX1410.19490.1
0_4093: transcript:QX1410.19491.1
0_4094: transcript:QX1410.19491.2
0_4095: transcript:QX1410.19492.1
0_4096: transcript:QX1410.19492.2
0_4097: transcript:QX1410.19493.1
0_4098: transcript:QX1410.19493.2
0_4099: transcript:QX1410.19493.3
0_4100: transcript:QX1410.19493.4
0_4101: transcript:QX1410.19494.1
0_4102: transcript:QX1410.19495.1
0_4103: transcript:QX1410.19496.1
0_4104: transcript:QX1410.19497.1
0_4105: transcript:QX1410.19498.1
0_4106: transcript:QX1410.19499.1
0_4107: transcript:QX1410.19499.2
0_4108: transcript:QX1410.19500.1
0_4109: transcript:QX1410.19500.2
0_4110: transcript:QX1410.19501.1
0_4111: transcript:QX1410.19502.1
0_4112: transcript:QX1410.19503.1
0_4113: transcript:QX1410.19503.2
0_4114: transcript:QX1410.19503.3
0_4115: transcript:QX1410.19504.1
0_4116: transcript:QX1410.19504.2
0_4117: transcript:QX1410.19504.3
0_4118: transcript:QX1410.19505.1
0_4119: transcript:QX1410.19506.1
0_4120: transcript:QX1410.19507.1
0_4121: transcript:QX1410.19507.2
0_4122: transcript:QX1410.19508.1
0_4123: transcript:QX1410.19509.1
0_4124: transcript:QX1410.19510.1
0_4125: transcript:QX1410.19510.2
0_4126: transcript:QX1410.19511.1
0_4127: transcript:QX1410.19512.1
0_4128: transcript:QX1410.19513.1
0_4129: transcript:QX1410.19514.1
0_4130: transcript:QX1410.19515.1
0_4131: transcript:QX1410.19516.1
0_4132: transcript:QX1410.19516.2
0_4133: transcript:QX1410.19517.1
0_4134: transcript:QX1410.19518.1
0_4135: transcript:QX1410.19518.2
0_4136: transcript:QX1410.19519.1
0_4137: transcript:QX1410.19519.2
0_4138: transcript:QX1410.19520.1
0_4139: transcript:QX1410.19520.2
0_4140: transcript:QX1410.19521.1
0_4141: transcript:QX1410.19521.2
0_4142: transcript:QX1410.19522.1
0_4143: transcript:QX1410.19523.1
0_4144: transcript:QX1410.19523.2
0_4145: transcript:QX1410.19523.3
0_4146: transcript:QX1410.19523.4
0_4147: transcript:QX1410.19524.1
0_4148: transcript:QX1410.19524.2
0_4149: transcript:QX1410.19524.3
0_4150: transcript:QX1410.19524.4
0_4151: transcript:QX1410.19525.1
0_4152: transcript:QX1410.19526.1
0_4153: transcript:QX1410.19526.2
0_4154: transcript:QX1410.19527.1
0_4155: transcript:QX1410.19528.1
0_4156: transcript:QX1410.19529.1
0_4157: transcript:QX1410.19529.2
0_4158: transcript:QX1410.19530.1
0_4159: transcript:QX1410.19530.2
0_4160: transcript:QX1410.19531.1
0_4161: transcript:QX1410.19531.2
0_4162: transcript:QX1410.19532.1
0_4163: transcript:QX1410.19532.2
0_4164: transcript:QX1410.19532.3
0_4165: transcript:QX1410.19533.1
0_4166: transcript:QX1410.19534.1
0_4167: transcript:QX1410.19534.2
0_4168: transcript:QX1410.19535.1
0_4169: transcript:QX1410.19536.1
0_4170: transcript:QX1410.19537.1
0_4171: transcript:QX1410.19538.1
0_4172: transcript:QX1410.19539.1
0_4173: transcript:QX1410.19540.1
0_4174: transcript:QX1410.19541.1
0_4175: transcript:QX1410.19542.1
0_4176: transcript:QX1410.19543.1
0_4177: transcript:QX1410.19544.1
0_4178: transcript:QX1410.19545.1
0_4179: transcript:QX1410.19546.1
0_4180: transcript:QX1410.19546.2
0_4181: transcript:QX1410.19547.1
0_4182: transcript:QX1410.19547.2
0_4183: transcript:QX1410.19547.3
0_4184: transcript:QX1410.19548.1
0_4185: transcript:QX1410.19549.1
0_4186: transcript:QX1410.19549.2
0_4187: transcript:QX1410.19550.1
0_4188: transcript:QX1410.19550.2
0_4189: transcript:QX1410.19551.1
0_4190: transcript:QX1410.19551.2
0_4191: transcript:QX1410.19552.1
0_4192: transcript:QX1410.19552.2
0_4193: transcript:QX1410.19553.1
0_4194: transcript:QX1410.19553.2
0_4195: transcript:QX1410.19554.1
0_4196: transcript:QX1410.19555.1
0_4197: transcript:QX1410.19556.1
0_4198: transcript:QX1410.19556.2
0_4199: transcript:QX1410.19557.1
0_4200: transcript:QX1410.19557.2
0_4201: transcript:QX1410.19558.1
0_4202: transcript:QX1410.19558.2
0_4203: transcript:QX1410.19558.3
0_4204: transcript:QX1410.19558.4
0_4205: transcript:QX1410.19559.1
0_4206: transcript:QX1410.19560.1
0_4207: transcript:QX1410.19561.1
0_4208: transcript:QX1410.19562.1
0_4209: transcript:QX1410.19563.1
0_4210: transcript:QX1410.19564.1
0_4211: transcript:QX1410.19564.2
0_4212: transcript:QX1410.19564.3
0_4213: transcript:QX1410.19564.4
0_4214: transcript:QX1410.19564.5
0_4215: transcript:QX1410.19564.6
0_4216: transcript:QX1410.19564.7
0_4217: transcript:QX1410.19564.8
0_4218: transcript:QX1410.19564.9
0_4219: transcript:QX1410.19564.10
0_4220: transcript:QX1410.19565.1
0_4221: transcript:QX1410.19565.2
0_4222: transcript:QX1410.19566.1
0_4223: transcript:QX1410.19566.2
0_4224: transcript:QX1410.19567.1
0_4225: transcript:QX1410.19567.2
0_4226: transcript:QX1410.19568.1
0_4227: transcript:QX1410.19569.1
0_4228: transcript:QX1410.19570.1
0_4229: transcript:QX1410.19570.2
0_4230: transcript:QX1410.19571.1
0_4231: transcript:QX1410.19571.2
0_4232: transcript:QX1410.19572.1
0_4233: transcript:QX1410.19573.1
0_4234: transcript:QX1410.19573.2
0_4235: transcript:QX1410.19573.3
0_4236: transcript:QX1410.19574.1
0_4237: transcript:QX1410.19575.1
0_4238: transcript:QX1410.19575.2
0_4239: transcript:QX1410.19575.3
0_4240: transcript:QX1410.19575.4
0_4241: transcript:QX1410.19576.1
0_4242: transcript:QX1410.19576.2
0_4243: transcript:QX1410.19576.3
0_4244: transcript:QX1410.19576.4
0_4245: transcript:QX1410.19577.1
0_4246: transcript:QX1410.19577.2
0_4247: transcript:QX1410.19578.1
0_4248: transcript:QX1410.19578.2
0_4249: transcript:QX1410.19579.1
0_4250: transcript:QX1410.19579.2
0_4251: transcript:QX1410.19580.1
0_4252: transcript:QX1410.19580.2
0_4253: transcript:QX1410.19580.3
0_4254: transcript:QX1410.19580.4
0_4255: transcript:QX1410.19580.5
0_4256: transcript:QX1410.19581.1
0_4257: transcript:QX1410.19582.1
0_4258: transcript:QX1410.19583.1
0_4259: transcript:QX1410.19583.2
0_4260: transcript:QX1410.19583.3
0_4261: transcript:QX1410.19584.1
0_4262: transcript:QX1410.19585.1
0_4263: transcript:QX1410.19586.1
0_4264: transcript:QX1410.19587.1
0_4265: transcript:QX1410.19587.2
0_4266: transcript:QX1410.19588.1
0_4267: transcript:QX1410.19588.2
0_4268: transcript:QX1410.19589.1
0_4269: transcript:QX1410.19590.1
0_4270: transcript:QX1410.19591.1
0_4271: transcript:QX1410.19591.2
0_4272: transcript:QX1410.19591.3
0_4273: transcript:QX1410.19592.1
0_4274: transcript:QX1410.19593.1
0_4275: transcript:QX1410.19594.1
0_4276: transcript:QX1410.19595.1
0_4277: transcript:QX1410.19596.1
0_4278: transcript:QX1410.19596.2
0_4279: transcript:QX1410.19596.3
0_4280: transcript:QX1410.19597.1
0_4281: transcript:QX1410.19597.2
0_4282: transcript:QX1410.19598.1
0_4283: transcript:QX1410.19598.2
0_4284: transcript:QX1410.19599.1
0_4285: transcript:QX1410.19599.2
0_4286: transcript:QX1410.19599.3
0_4287: transcript:QX1410.19600.1
0_4288: transcript:QX1410.19601.1
0_4289: transcript:QX1410.19601.2
0_4290: transcript:QX1410.19602.1
0_4291: transcript:QX1410.19603.1
0_4292: transcript:QX1410.19604.1
0_4293: transcript:QX1410.19604.2
0_4294: transcript:QX1410.19604.3
0_4295: transcript:QX1410.19605.1
0_4296: transcript:QX1410.19606.1
0_4297: transcript:QX1410.19607.1
0_4298: transcript:QX1410.19607.2
0_4299: transcript:QX1410.19607.3
0_4300: transcript:QX1410.19608.1
0_4301: transcript:QX1410.19608.2
0_4302: transcript:QX1410.19607.4
0_4303: transcript:QX1410.19609.1
0_4304: transcript:QX1410.19610.1
0_4305: transcript:QX1410.19611.1
0_4306: transcript:QX1410.19611.2
0_4307: transcript:QX1410.19611.3
0_4308: transcript:QX1410.19611.4
0_4309: transcript:QX1410.19612.1
0_4310: transcript:QX1410.19612.2
0_4311: transcript:QX1410.19613.1
0_4312: transcript:QX1410.19614.1
0_4313: transcript:QX1410.19615.1
0_4314: transcript:QX1410.19616.1
0_4315: transcript:QX1410.19616.2
0_4316: transcript:QX1410.19617.1
0_4317: transcript:QX1410.19617.2
0_4318: transcript:QX1410.19618.1
0_4319: transcript:QX1410.19618.2
0_4320: transcript:QX1410.19619.1
0_4321: transcript:QX1410.19619.2
0_4322: transcript:QX1410.19619.3
0_4323: transcript:QX1410.19619.4
0_4324: transcript:QX1410.19619.5
0_4325: transcript:QX1410.19620.1
0_4326: transcript:QX1410.19621.1
0_4327: transcript:QX1410.19622.1
0_4328: transcript:QX1410.19623.1
0_4329: transcript:QX1410.19623.2
0_4330: transcript:QX1410.19624.1
0_4331: transcript:QX1410.19624.2
0_4332: transcript:QX1410.19625.1
0_4333: transcript:QX1410.19626.1
0_4334: transcript:QX1410.19627.1
0_4335: transcript:QX1410.19628.1
0_4336: transcript:QX1410.19628.2
0_4337: transcript:QX1410.19629.1
0_4338: transcript:QX1410.19629.2
0_4339: transcript:QX1410.19629.3
0_4340: transcript:QX1410.19629.4
0_4341: transcript:QX1410.19630.1
0_4342: transcript:QX1410.19631.1
0_4343: transcript:QX1410.19632.1
0_4344: transcript:QX1410.19632.2
0_4345: transcript:QX1410.19633.1
0_4346: transcript:QX1410.19633.2
0_4347: transcript:QX1410.19634.1
0_4348: transcript:QX1410.19634.2
0_4349: transcript:QX1410.19634.3
0_4350: transcript:QX1410.19635.1
0_4351: transcript:QX1410.19635.2
0_4352: transcript:QX1410.19636.1
0_4353: transcript:QX1410.19636.2
0_4354: transcript:QX1410.19637.1
0_4355: transcript:QX1410.19638.1
0_4356: transcript:QX1410.19638.2
0_4357: transcript:QX1410.19639.1
0_4358: transcript:QX1410.19640.1
0_4359: transcript:QX1410.19640.2
0_4360: transcript:QX1410.19641.1
0_4361: transcript:QX1410.19642.1
0_4362: transcript:QX1410.19642.2
0_4363: transcript:QX1410.19643.1
0_4364: transcript:QX1410.19644.1
0_4365: transcript:QX1410.19645.1
0_4366: transcript:QX1410.19646.1
0_4367: transcript:QX1410.19646.2
0_4368: transcript:QX1410.19647.1
0_4369: transcript:QX1410.19647.2
0_4370: transcript:QX1410.19648.1
0_4371: transcript:QX1410.19648.2
0_4372: transcript:QX1410.19648.3
0_4373: transcript:QX1410.19649.1
0_4374: transcript:QX1410.19649.2
0_4375: transcript:QX1410.19650.1
0_4376: transcript:QX1410.19651.1
0_4377: transcript:QX1410.19651.2
0_4378: transcript:QX1410.19651.3
0_4379: transcript:QX1410.19652.1
0_4380: transcript:QX1410.19652.2
0_4381: transcript:QX1410.19653.1
0_4382: transcript:QX1410.19653.2
0_4383: transcript:QX1410.19654.1
0_4384: transcript:QX1410.19655.1
0_4385: transcript:QX1410.19655.2
0_4386: transcript:QX1410.19656.1
0_4387: transcript:QX1410.19657.1
0_4388: transcript:QX1410.19658.1
0_4389: transcript:QX1410.19659.1
0_4390: transcript:QX1410.19658.2
0_4391: transcript:QX1410.19658.3
0_4392: transcript:QX1410.19660.1
0_4393: transcript:QX1410.19661.1
0_4394: transcript:QX1410.19662.1
0_4395: transcript:QX1410.19662.2
0_4396: transcript:QX1410.19663.1
0_4397: transcript:QX1410.19664.1
0_4398: transcript:QX1410.19665.1
0_4399: transcript:QX1410.19666.1
0_4400: transcript:QX1410.19667.1
0_4401: transcript:QX1410.19668.1
0_4402: transcript:QX1410.19668.2
0_4403: transcript:QX1410.19668.3
0_4404: transcript:QX1410.19668.4
0_4405: transcript:QX1410.19668.5
0_4406: transcript:QX1410.19668.6
0_4407: transcript:QX1410.19669.1
0_4408: transcript:QX1410.19669.2
0_4409: transcript:QX1410.19669.3
0_4410: transcript:QX1410.19670.1
0_4411: transcript:QX1410.19671.1
0_4412: transcript:QX1410.19672.1
0_4413: transcript:QX1410.19673.1
0_4414: transcript:QX1410.19674.1
0_4415: transcript:QX1410.19675.1
0_4416: transcript:QX1410.19674.2
0_4417: transcript:QX1410.19676.1
0_4418: transcript:QX1410.19677.1
0_4419: transcript:QX1410.19678.1
0_4420: transcript:QX1410.19679.1
0_4421: transcript:QX1410.19679.2
0_4422: transcript:QX1410.19680.1
0_4423: transcript:QX1410.19681.1
0_4424: transcript:QX1410.19681.2
0_4425: transcript:QX1410.19681.3
0_4426: transcript:QX1410.19681.4
0_4427: transcript:QX1410.19682.1
0_4428: transcript:QX1410.19683.1
0_4429: transcript:QX1410.19684.1
0_4430: transcript:QX1410.19685.1
0_4431: transcript:QX1410.19686.1
0_4432: transcript:QX1410.19687.1
0_4433: transcript:QX1410.19688.1
0_4434: transcript:QX1410.19688.2
0_4435: transcript:QX1410.19689.1
0_4436: transcript:QX1410.19689.2
0_4437: transcript:QX1410.19689.3
0_4438: transcript:QX1410.19689.4
0_4439: transcript:QX1410.19690.1
0_4440: transcript:QX1410.19691.1
0_4441: transcript:QX1410.19692.1
0_4442: transcript:QX1410.19693.1
0_4443: transcript:QX1410.19693.2
0_4444: transcript:QX1410.19694.1
0_4445: transcript:QX1410.19695.1
0_4446: transcript:QX1410.19696.1
0_4447: transcript:QX1410.19697.1
0_4448: transcript:QX1410.19698.1
0_4449: transcript:QX1410.19699.1
0_4450: transcript:QX1410.19699.2
0_4451: transcript:QX1410.19700.1
0_4452: transcript:QX1410.19700.2
0_4453: transcript:QX1410.19700.3
0_4454: transcript:QX1410.19701.1
0_4455: transcript:QX1410.19702.1
0_4456: transcript:QX1410.19703.1
0_4457: transcript:QX1410.19704.1
0_4458: transcript:QX1410.19704.2
0_4459: transcript:QX1410.19704.3
0_4460: transcript:QX1410.19705.1
0_4461: transcript:QX1410.19706.1
0_4462: transcript:QX1410.19707.1
0_4463: transcript:QX1410.19707.2
0_4464: transcript:QX1410.19708.1
0_4465: transcript:QX1410.19709.1
0_4466: transcript:QX1410.19710.1
0_4467: transcript:QX1410.19711.1
0_4468: transcript:QX1410.19712.1
0_4469: transcript:QX1410.19713.1
0_4470: transcript:QX1410.19714.1
0_4471: transcript:QX1410.19714.2
0_4472: transcript:QX1410.19714.3
0_4473: transcript:QX1410.19715.1
0_4474: transcript:QX1410.19715.2
0_4475: transcript:QX1410.19715.3
0_4476: transcript:QX1410.19716.1
0_4477: transcript:QX1410.19716.2
0_4478: transcript:QX1410.19715.4
0_4479: transcript:QX1410.19717.1
0_4480: transcript:QX1410.19717.2
0_4481: transcript:QX1410.19717.3
0_4482: transcript:QX1410.19717.4
0_4483: transcript:QX1410.19718.1
0_4484: transcript:QX1410.19719.1
0_4485: transcript:QX1410.19719.2
0_4486: transcript:QX1410.19717.5
0_4487: transcript:QX1410.19720.1
0_4488: transcript:QX1410.19721.1
0_4489: transcript:QX1410.19722.1
0_4490: transcript:QX1410.19722.2
0_4491: transcript:QX1410.19723.1
0_4492: transcript:QX1410.19723.2
0_4493: transcript:QX1410.19723.3
0_4494: transcript:QX1410.19723.4
0_4495: transcript:QX1410.19723.5
0_4496: transcript:QX1410.19723.6
0_4497: transcript:QX1410.19723.7
0_4498: transcript:QX1410.19723.8
0_4499: transcript:QX1410.19724.1
0_4500: transcript:QX1410.19725.1
0_4501: transcript:QX1410.19726.1
0_4502: transcript:QX1410.19727.1
0_4503: transcript:QX1410.19727.2
0_4504: transcript:QX1410.19728.1
0_4505: transcript:QX1410.19729.1
0_4506: transcript:QX1410.19730.1
0_4507: transcript:QX1410.19731.1
0_4508: transcript:QX1410.19732.1
0_4509: transcript:QX1410.19733.1
0_4510: transcript:QX1410.19733.2
0_4511: transcript:QX1410.19733.3
0_4512: transcript:QX1410.19734.1
0_4513: transcript:QX1410.19735.1
0_4514: transcript:QX1410.19735.2
0_4515: transcript:QX1410.19735.3
0_4516: transcript:QX1410.19736.1
0_4517: transcript:QX1410.19737.1
0_4518: transcript:QX1410.19738.1
0_4519: transcript:QX1410.19739.1
0_4520: transcript:QX1410.19740.1
0_4521: transcript:QX1410.19741.1
0_4522: transcript:QX1410.19741.2
0_4523: transcript:QX1410.19742.1
0_4524: transcript:QX1410.19742.2
0_4525: transcript:QX1410.19743.1
0_4526: transcript:QX1410.19744.1
0_4527: transcript:QX1410.19744.2
0_4528: transcript:QX1410.19745.1
0_4529: transcript:QX1410.19745.2
0_4530: transcript:QX1410.19746.1
0_4531: transcript:QX1410.19747.1
0_4532: transcript:QX1410.19748.1
0_4533: transcript:QX1410.19748.2
0_4534: transcript:QX1410.19749.1
0_4535: transcript:QX1410.19750.1
0_4536: transcript:QX1410.19751.1
0_4537: transcript:QX1410.19751.2
0_4538: transcript:QX1410.19751.3
0_4539: transcript:QX1410.19751.4
0_4540: transcript:QX1410.19752.1
0_4541: transcript:QX1410.19752.2
0_4542: transcript:QX1410.19752.3
0_4543: transcript:QX1410.19752.4
0_4544: transcript:QX1410.19752.5
0_4545: transcript:QX1410.19752.6
0_4546: transcript:QX1410.19753.1
0_4547: transcript:QX1410.19754.1
0_4548: transcript:QX1410.19755.1
0_4549: transcript:QX1410.19756.1
0_4550: transcript:QX1410.19756.2
0_4551: transcript:QX1410.19757.1
0_4552: transcript:QX1410.19758.1
0_4553: transcript:QX1410.19759.1
0_4554: transcript:QX1410.19760.1
0_4555: transcript:QX1410.19760.2
0_4556: transcript:QX1410.19761.1
0_4557: transcript:QX1410.19762.1
0_4558: transcript:QX1410.19762.2
0_4559: transcript:QX1410.19762.3
0_4560: transcript:QX1410.19763.1
0_4561: transcript:QX1410.19763.2
0_4562: transcript:QX1410.19764.1
0_4563: transcript:QX1410.19765.1
0_4564: transcript:QX1410.19766.1
