0_0: transcript:chrIII_pilon.g6684
0_20161: transcript:chrIV_pilon.g10469.1
0_20162: transcript:chrIV_pilon.g10470.3
0_20163: Transcript:VC2010_MAPPED_F26D12.1j.1
0_20164: Transcript:VC2010_MAPPED_F26D12.1k.1
0_20165: Transcript:VC2010_MAPPED_F26D12.1a.1
0_20166: Transcript:VC2010_MAPPED_F26D12.1g.1
0_20167: transcript:chrIV_pilon.g10470.1
0_20168: transcript:chrIV_pilon.g10470.2
0_20169: Transcript:VC2010_MAPPED_F26D12.1l.1
0_20170: Transcript:VC2010_MAPPED_F26D12.1m.1
0_20171: Transcript:VC2010_MAPPED_F26D12.1b.1
0_20172: Transcript:VC2010_MAPPED_F26D12.1h.1
0_20173: Transcript:VC2010_MAPPED_F26D12.1n.1
0_20174: Transcript:VC2010_MAPPED_F26D12.1o.1
0_20175: Transcript:VC2010_MAPPED_F26D12.1e.1
0_20176: Transcript:VC2010_MAPPED_F26D12.1i.1
0_20177: Transcript:VC2010_MAPPED_F26D12.1p.1
0_20178: Transcript:VC2010_MAPPED_F26D12.1f.1
0_20179: transcript:chrIV_pilon.g10471
0_20180: transcript:chrIV_pilon.g10472
0_20181: Transcript:VC2010_MAPPED_C39H7.4.1
0_20182: transcript:chrIV_pilon.g10473
0_20183: Transcript:VC2010_MAPPED_C39H7.9a.1
0_20184: transcript:chrIV_pilon.g10474
0_20185: Transcript:VC2010_MAPPED_C39H7.8.1
0_20186: transcript:chrIV_pilon.g10475
0_20187: Transcript:VC2010_MAPPED_C39H7.5.1
0_20188: transcript:chrIV_pilon.g10476
0_20189: Transcript:VC2010_MAPPED_C39H7.6.1
0_20190: transcript:chrIV_pilon.g10477
0_20191: Transcript:VC2010_MAPPED_C39H7.1.1
0_20192: transcript:chrIV_pilon.g10478
0_20193: Transcript:VC2010_MAPPED_C39H7.7.1
0_20194: transcript:chrIV_pilon.g10479
0_20195: Transcript:VC2010_MAPPED_B0547.4b.1
0_20196: Transcript:VC2010_MAPPED_B0547.4a.1
0_20197: transcript:chrIV_pilon.g10480
0_20198: Transcript:VC2010_MAPPED_B0547.2.1
0_20199: Transcript:VC2010_MAPPED_B0547.1.1
0_20200: transcript:chrIV_pilon.g10481
0_20201: Transcript:VC2010_MAPPED_T19E7.2d.1
0_20202: Transcript:VC2010_MAPPED_T19E7.2b.1
0_20203: transcript:chrIV_pilon.g10482.1
0_20204: transcript:chrIV_pilon.g10482.3
0_20205: Transcript:VC2010_MAPPED_T19E7.2c.1
0_20206: Transcript:VC2010_MAPPED_T19E7.2a.1
0_20207: transcript:chrIV_pilon.g10482.2
0_20208: Transcript:VC2010_MAPPED_T19E7.1.1
0_20209: transcript:chrIV_pilon.g10483
0_20210: transcript:chrIV_pilon.g10482.5
0_20211: transcript:chrIV_pilon.g10482.4
0_20212: Transcript:VC2010_MAPPED_T19E7.3b.1
0_20213: Transcript:VC2010_MAPPED_T19E7.3a.1
0_20214: transcript:chrIV_pilon.g10484
0_20215: Transcript:VC2010_MAPPED_T19E7.6.1
0_20216: transcript:chrIV_pilon.g10485.2
0_20217: transcript:chrIV_pilon.g10485.1
0_20218: Transcript:VC2010_MAPPED_T19E7.5.1
0_20219: transcript:chrIV_pilon.g10486
0_20220: transcript:chrIV_pilon.g10487.2
0_20221: Transcript:VC2010_MAPPED_C55C3.4.1
0_20222: transcript:chrIV_pilon.g10487.1
0_20223: Transcript:VC2010_MAPPED_C55C3.7.1
0_20224: transcript:chrIV_pilon.g10488
0_20225: Transcript:VC2010_MAPPED_C55C3.6a.1
0_20226: transcript:chrIV_pilon.g10489
0_20227: Transcript:VC2010_MAPPED_C55C3.6b.1
0_20228: Transcript:VC2010_MAPPED_C55C3.3.1
0_20229: transcript:chrIV_pilon.g10490
0_20230: transcript:chrIV_pilon.g10491
0_20231: Transcript:VC2010_MAPPED_C55C3.8.1
0_20232: transcript:chrIV_pilon.g10492
0_20233: Transcript:VC2010_MAPPED_C55C3.5.1
0_20234: transcript:chrIV_pilon.g10493
0_20235: Transcript:VC2010_MAPPED_C55C3.73.1
0_20236: Transcript:VC2010_MAPPED_C55C3.1.1
0_20237: transcript:chrIV_pilon.g10494
0_20238: Transcript:VC2010_MAPPED_H35B03.1.1
0_20239: transcript:chrIV_pilon.g10495
0_20240: Transcript:VC2010_MAPPED_H35B03.2d.1
0_20241: Transcript:VC2010_MAPPED_H35B03.2c.1
0_20242: transcript:chrIV_pilon.g10496
0_20243: Transcript:VC2010_MAPPED_C45E5.4.1
0_20244: transcript:chrIV_pilon.g10497
0_20245: transcript:chrIV_pilon.g10498.1
0_20246: transcript:chrIV_pilon.g10498.2
0_20247: Transcript:VC2010_MAPPED_C45E5.2.1
0_20248: transcript:chrIV_pilon.g10499
0_20249: Transcript:VC2010_MAPPED_C45E5.1.1
0_20250: transcript:chrIV_pilon.g10500
0_20251: Transcript:VC2010_MAPPED_C45E5.6c.1
0_20252: Transcript:VC2010_MAPPED_C45E5.6a.1
0_20253: transcript:chrIV_pilon.g10501.1
0_20254: transcript:chrIV_pilon.g10501.3
0_20255: Transcript:VC2010_MAPPED_C45E5.6b.1
0_20256: transcript:chrIV_pilon.g10501.2
0_20257: transcript:chrIV_pilon.g10501.4
0_20258: transcript:chrIV_pilon.g10502
0_20259: Transcript:VC2010_MAPPED_C31H1.2.1
0_20260: transcript:chrIV_pilon.g10503.2
0_20261: transcript:chrIV_pilon.g10503.1
0_20262: transcript:chrIV_pilon.g10504
0_20263: Transcript:VC2010_MAPPED_C31H1.5.1
0_20264: transcript:chrIV_pilon.g10505
0_20265: Transcript:VC2010_MAPPED_C31H1.1.1
0_20266: transcript:chrIV_pilon.g10506
0_20267: Transcript:VC2010_MAPPED_C31H1.6c.1
0_20268: Transcript:VC2010_MAPPED_C31H1.6b.1
0_20269: transcript:chrIV_pilon.g10507.1
0_20270: transcript:chrIV_pilon.g10507.3
0_20271: transcript:chrIV_pilon.g10507.2
0_20272: Transcript:VC2010_MAPPED_C31H1.6a.1
0_20273: Transcript:VC2010_MAPPED_C31H1.8b.1
0_20274: Transcript:VC2010_MAPPED_C31H1.8d.1
0_20275: Transcript:VC2010_MAPPED_C31H1.8a.1
0_20276: Transcript:VC2010_MAPPED_C31H1.8c.1
0_20277: transcript:chrIV_pilon.g10508.1
0_20278: transcript:chrIV_pilon.g10508.2
0_20279: Transcript:VC2010_MAPPED_C10G6.1a.1
0_20280: Transcript:VC2010_MAPPED_C10G6.1b.1
0_20281: transcript:chrIV_pilon.g10509.1
0_20282: transcript:chrIV_pilon.g10509.2
0_20283: Transcript:VC2010_MAPPED_C06E7.2a.1
0_20284: transcript:chrIV_pilon.g10510
0_20285: Transcript:VC2010_MAPPED_C06E7.2b.1
0_20286: Transcript:VC2010_MAPPED_C06E7.3a.1
0_20287: transcript:chrIV_pilon.g10511
0_20288: Transcript:VC2010_MAPPED_C06E7.1a.1
0_20289: transcript:chrIV_pilon.g10512
0_20290: Transcript:VC2010_MAPPED_C06E7.4b.1
0_20291: Transcript:VC2010_MAPPED_C06E7.4a.1
0_20292: transcript:chrIV_pilon.g10513
0_20293: Transcript:VC2010_MAPPED_C06E7.6.1
0_20294: transcript:chrIV_pilon.g10514
0_20295: Transcript:VC2010_MAPPED_C06E7.88.1
0_20296: transcript:chrIV_pilon.g10515.1
0_20297: transcript:chrIV_pilon.g10515.2
0_20298: Transcript:VC2010_MAPPED_C06E7.7.1
0_20299: transcript:chrIV_pilon.g10516.1
0_20300: transcript:chrIV_pilon.g10516.2
0_20301: Transcript:VC2010_MAPPED_H04M03.6.1
0_20302: transcript:chrIV_pilon.g10517
0_20303: transcript:chrIV_pilon.g10518.1
0_20304: Transcript:VC2010_MAPPED_H04M03.8.1
0_20305: transcript:chrIV_pilon.g10518.2
0_20306: Transcript:VC2010_MAPPED_H04M03.9.1
0_20307: transcript:chrIV_pilon.g10519
0_20308: transcript:chrIV_pilon.g10520
0_20309: Transcript:VC2010_MAPPED_H04M03.11.1
0_20310: Transcript:VC2010_MAPPED_H04M03.4.1
0_20311: transcript:chrIV_pilon.g10521
0_20312: Transcript:VC2010_MAPPED_H04M03.3.1
0_20313: transcript:chrIV_pilon.g10522
0_20314: Transcript:VC2010_MAPPED_H04M03.2.1
0_20315: transcript:chrIV_pilon.g10523
0_20316: Transcript:VC2010_MAPPED_H04M03.1.1
0_20317: transcript:chrIV_pilon.g10524
0_20318: Transcript:VC2010_MAPPED_H04M03.12a.1
0_20319: Transcript:VC2010_MAPPED_H04M03.12b.1
0_20320: transcript:chrIV_pilon.g10525
0_20321: transcript:chrIV_pilon.g10526
0_20322: Transcript:VC2010_MAPPED_H32C10.3.1
0_20323: transcript:chrIV_pilon.g10527
0_20324: Transcript:VC2010_MAPPED_H32C10.2a.1
0_20325: transcript:chrIV_pilon.g10528
0_20326: Transcript:VC2010_MAPPED_H32C10.2b.1
0_20327: Transcript:VC2010_MAPPED_H32C10.1a.1
0_20328: Transcript:VC2010_MAPPED_H32C10.1b.1
0_20329: transcript:chrIV_pilon.g10529.1
0_20330: transcript:chrIV_pilon.g10529.2
0_20331: Transcript:VC2010_MAPPED_H32C10.1c.1
0_20332: Transcript:VC2010_MAPPED_K02B2.3.1
0_20333: transcript:chrIV_pilon.g10530
0_20334: Transcript:VC2010_MAPPED_K02B2.1.1
0_20335: transcript:chrIV_pilon.g10531
0_20336: Transcript:VC2010_MAPPED_K02B2.4b.1
0_20337: Transcript:VC2010_MAPPED_K02B2.4a.1
0_20338: transcript:chrIV_pilon.g10532
0_20339: Transcript:VC2010_MAPPED_K02B2.5.1
0_20340: transcript:chrIV_pilon.g10533
0_20341: Transcript:VC2010_MAPPED_K02B2.6.1
0_20342: transcript:chrIV_pilon.g10534
0_20343: Transcript:VC2010_MAPPED_B0350.2h.1
0_20344: transcript:chrIV_pilon.g10535.1
0_20345: transcript:chrIV_pilon.g10535.2
0_20346: Transcript:VC2010_MAPPED_B0350.2c.1
0_20347: Transcript:VC2010_MAPPED_B0350.2e.1
0_20348: Transcript:VC2010_MAPPED_B0350.2f.1
0_20349: Transcript:VC2010_MAPPED_B0350.2j.1
0_20350: Transcript:VC2010_MAPPED_B0350.2i.1
0_20351: Transcript:VC2010_MAPPED_B0350.2b.1
0_20352: Transcript:VC2010_MAPPED_B0350.2d.1
0_20353: Transcript:VC2010_MAPPED_B0350.2a.1
0_20354: transcript:chrIV_pilon.g10536
0_20355: transcript:chrIV_pilon.g10537
0_20356: transcript:chrIV_pilon.g10538
0_20357: transcript:chrIV_pilon.g10539.2
0_20358: transcript:chrIV_pilon.g10539.1
0_20359: Transcript:VC2010_MAPPED_C46G7.5.1
0_20360: Transcript:VC2010_MAPPED_C46G7.2.1
0_20361: transcript:chrIV_pilon.g10540
0_20362: Transcript:VC2010_MAPPED_C46G7.1.1
0_20363: transcript:chrIV_pilon.g10541
0_20364: Transcript:VC2010_MAPPED_C46G7.4b.1
0_20365: Transcript:VC2010_MAPPED_C46G7.4d.1
0_20366: Transcript:VC2010_MAPPED_C46G7.4e.1
0_20367: Transcript:VC2010_MAPPED_C46G7.4f.1
0_20368: Transcript:VC2010_MAPPED_C46G7.4c.1
0_20369: Transcript:VC2010_MAPPED_C46G7.4g.1
0_20370: Transcript:VC2010_MAPPED_C46G7.4h.1
0_20371: Transcript:VC2010_MAPPED_C46G7.4i.1
0_20372: Transcript:VC2010_MAPPED_C46G7.4j.1
0_20373: Transcript:VC2010_MAPPED_C46G7.4k.1
0_20374: Transcript:VC2010_MAPPED_C46G7.4l.1
0_20375: Transcript:VC2010_MAPPED_C46G7.4m.1
0_20376: Transcript:VC2010_MAPPED_C46G7.4a.1
0_20377: Transcript:VC2010_MAPPED_C46G7.4n.1
0_20378: Transcript:VC2010_MAPPED_C46G7.4o.1
0_20379: Transcript:VC2010_MAPPED_C46G7.4p.1
0_20380: Transcript:VC2010_MAPPED_C46G7.4q.1
0_20381: Transcript:VC2010_MAPPED_C46G7.4r.1
0_20382: Transcript:VC2010_MAPPED_C46G7.4s.1
0_20383: Transcript:VC2010_MAPPED_C46G7.4t.1
0_20384: transcript:chrIV_pilon.g10542.1
0_20385: transcript:chrIV_pilon.g10542.2
0_20386: transcript:chrIV_pilon.g10542.3
0_20387: Transcript:VC2010_MAPPED_H16O14.1a.1
0_20388: Transcript:VC2010_MAPPED_H16O14.1b.1
0_20389: Transcript:VC2010_MAPPED_H16O14.1d.1
0_20390: transcript:chrIV_pilon.g10543.1
0_20391: transcript:chrIV_pilon.g10543.2
0_20392: Transcript:VC2010_MAPPED_H16O14.1c.1
0_20393: transcript:chrIV_pilon.g10543.3
0_20394: Transcript:VC2010_MAPPED_H16O14.1e.1
0_20395: Transcript:VC2010_MAPPED_K08B4.2.1
0_20396: transcript:chrIV_pilon.g10544
0_20397: Transcript:VC2010_MAPPED_K08B4.3.1
0_20398: transcript:chrIV_pilon.g10545
0_20399: Transcript:VC2010_MAPPED_K08B4.4.1
0_20400: transcript:chrIV_pilon.g10546
0_20401: transcript:chrIV_pilon.g10547.1
0_20402: transcript:chrIV_pilon.g10547.2
0_20403: transcript:chrIV_pilon.g10548.2
0_20404: transcript:chrIV_pilon.g10548.1
0_20405: Transcript:VC2010_MAPPED_K08B4.7.1
0_20406: transcript:chrIV_pilon.g10549
0_20407: Transcript:VC2010_MAPPED_K08B4.6.1
0_20408: transcript:chrIV_pilon.g10550.2
0_20409: transcript:chrIV_pilon.g10550.1
0_20410: transcript:chrIV_pilon.g10551.1
0_20411: transcript:chrIV_pilon.g10551.2
0_20412: transcript:chrIV_pilon.g10551.3
0_20413: Transcript:VC2010_MAPPED_K08B4.1a.1
0_20414: Transcript:VC2010_MAPPED_K08B4.1b.1
0_20415: Transcript:VC2010_MAPPED_K08B4.1c.1
0_20416: Transcript:VC2010_MAPPED_K08B4.1d.1
0_20417: transcript:chrIV_pilon.g10552.1
0_20418: transcript:chrIV_pilon.g10552.2
0_20419: Transcript:VC2010_MAPPED_M03D4.3.1
0_20420: Transcript:VC2010_MAPPED_M03D4.1b.1
0_20421: Transcript:VC2010_MAPPED_M03D4.1e.1
0_20422: Transcript:VC2010_MAPPED_M03D4.1d.1
0_20423: Transcript:VC2010_MAPPED_M03D4.1f.1
0_20424: transcript:chrIV_pilon.g10553.2
0_20425: Transcript:VC2010_MAPPED_M03D4.1a.1
0_20426: Transcript:VC2010_MAPPED_M03D4.1c.1
0_20427: transcript:chrIV_pilon.g10553.1
0_20428: Transcript:VC2010_MAPPED_M03D4.4b.1
0_20429: Transcript:VC2010_MAPPED_M03D4.4a.1
0_20430: transcript:chrIV_pilon.g10554
0_20431: transcript:chrIV_pilon.g10555
0_20432: transcript:chrIV_pilon.g10556.1
0_20433: transcript:chrIV_pilon.g10556.2
0_20434: transcript:chrIV_pilon.g10556.3
0_20435: Transcript:VC2010_MAPPED_C11D2.3.1
0_20436: transcript:chrIV_pilon.g10557
0_20437: Transcript:VC2010_MAPPED_C11D2.7.1
0_20438: transcript:chrIV_pilon.g10558
0_20439: Transcript:VC2010_MAPPED_C11D2.4.1
0_20440: transcript:chrIV_pilon.g10559
0_20441: Transcript:VC2010_MAPPED_C11D2.6b.1
0_20442: Transcript:VC2010_MAPPED_C11D2.6c.1
0_20443: Transcript:VC2010_MAPPED_C11D2.6f.1
0_20444: Transcript:VC2010_MAPPED_C11D2.6h.1
0_20445: Transcript:VC2010_MAPPED_C11D2.6a.1
0_20446: Transcript:VC2010_MAPPED_C11D2.6d.1
0_20447: Transcript:VC2010_MAPPED_C11D2.6e.1
0_20448: Transcript:VC2010_MAPPED_C11D2.6g.1
0_20449: transcript:chrIV_pilon.g10560.1
0_20450: transcript:chrIV_pilon.g10560.2
0_20451: Transcript:VC2010_MAPPED_C11D2.6i.1
0_20452: Transcript:VC2010_MAPPED_C11D2.6j.1
0_20453: Transcript:VC2010_MAPPED_C11D2.6k.1
0_20454: Transcript:VC2010_MAPPED_C11D2.6l.1
0_20455: Transcript:VC2010_MAPPED_C11D2.6m.1
0_20456: Transcript:VC2010_MAPPED_C11D2.6n.1
0_20457: Transcript:VC2010_MAPPED_C11D2.6o.1
0_20458: Transcript:VC2010_MAPPED_C11D2.6p.1
0_20459: transcript:chrIV_pilon.g10560.3
0_20460: Transcript:VC2010_MAPPED_C11D2.2.1
0_20461: transcript:chrIV_pilon.g10561
0_20462: Transcript:VC2010_MAPPED_C49A9.7.1
0_20463: transcript:chrIV_pilon.g10562
0_20464: Transcript:VC2010_MAPPED_C49A9.10.1
0_20465: transcript:chrIV_pilon.g10563
0_20466: Transcript:VC2010_MAPPED_C49A9.8.1
0_20467: Transcript:VC2010_MAPPED_C49A9.6.1
0_20468: transcript:chrIV_pilon.g10564
0_20469: Transcript:VC2010_MAPPED_C49A9.5.1
0_20470: transcript:chrIV_pilon.g10565
0_20471: Transcript:VC2010_MAPPED_C49A9.9a.1
0_20472: transcript:chrIV_pilon.g10566
0_20473: Transcript:VC2010_MAPPED_C49A9.4.1
0_20474: transcript:chrIV_pilon.g10567
0_20475: transcript:chrIV_pilon.g10568.1
0_20476: Transcript:VC2010_MAPPED_C49A9.3.1
0_20477: transcript:chrIV_pilon.g10568.2
0_20478: Transcript:VC2010_MAPPED_C49A9.2.1
0_20479: transcript:chrIV_pilon.g10569
0_20480: Transcript:VC2010_MAPPED_C49A9.1.1
0_20481: transcript:chrIV_pilon.g10570
0_20482: transcript:chrIV_pilon.g10571.2
0_20483: transcript:chrIV_pilon.g10571.3
0_20484: Transcript:VC2010_MAPPED_F58F9.4.1
0_20485: transcript:chrIV_pilon.g10571.4
0_20486: Transcript:VC2010_MAPPED_F58F9.3a.1
0_20487: Transcript:VC2010_MAPPED_F58F9.3b.1
0_20488: transcript:chrIV_pilon.g10571.5
0_20489: transcript:chrIV_pilon.g10571.1
0_20490: Transcript:VC2010_MAPPED_F58F9.6b.1
0_20491: Transcript:VC2010_MAPPED_F58F9.6a.1
0_20492: transcript:chrIV_pilon.g10572
0_20493: Transcript:VC2010_MAPPED_F58F9.8.1
0_20494: transcript:chrIV_pilon.g10573
0_20495: Transcript:VC2010_MAPPED_F58F9.9a.1
0_20496: Transcript:VC2010_MAPPED_F58F9.9b.1
0_20497: transcript:chrIV_pilon.g10574
0_20498: transcript:chrIV_pilon.g10575
0_20499: Transcript:VC2010_MAPPED_F58F9.7.1
0_20500: transcript:chrIV_pilon.g10576
0_20501: transcript:chrIV_pilon.g10577
0_20502: Transcript:VC2010_MAPPED_F58F9.1a.1
0_20503: transcript:chrIV_pilon.g10578.1
0_20504: transcript:chrIV_pilon.g10578.2
0_20505: Transcript:VC2010_MAPPED_T13A10.2.1
0_20506: transcript:chrIV_pilon.g10579
0_20507: Transcript:VC2010_MAPPED_T13A10.64.1
0_20508: Transcript:VC2010_MAPPED_T13A10.5a.1
0_20509: transcript:chrIV_pilon.g10580
0_20510: Transcript:VC2010_MAPPED_T13A10.5b.1
0_20511: Transcript:VC2010_MAPPED_T13A10.14.1
0_20512: transcript:chrIV_pilon.g10581
0_20513: transcript:chrIV_pilon.g10582.2
0_20514: Transcript:VC2010_MAPPED_T13A10.6.1
0_20515: transcript:chrIV_pilon.g10582.1
0_20516: Transcript:VC2010_MAPPED_T13A10.7.1
0_20517: transcript:chrIV_pilon.g10583
0_20518: Transcript:VC2010_MAPPED_T13A10.9.1
0_20519: transcript:chrIV_pilon.g10584
0_20520: Transcript:VC2010_MAPPED_T13A10.10a.1
0_20521: transcript:chrIV_pilon.g10585
0_20522: Transcript:VC2010_MAPPED_T13A10.1.1
0_20523: transcript:chrIV_pilon.g10586
0_20524: Transcript:VC2010_MAPPED_T13A10.11a.1
0_20525: transcript:chrIV_pilon.g10587
0_20526: Transcript:VC2010_MAPPED_T13A10.12.1
0_20527: Transcript:VC2010_MAPPED_T13A10.13.1
0_20528: transcript:chrIV_pilon.g10588
0_20529: Transcript:VC2010_MAPPED_Y73B6BL.10.1
0_20530: transcript:chrIV_pilon.g10589.2
0_20531: transcript:chrIV_pilon.g10589.1
0_20532: transcript:chrIV_pilon.g10590.1
0_20533: transcript:chrIV_pilon.g10590.2
0_20534: Transcript:VC2010_MAPPED_Y73B6BL.9a.1
0_20535: Transcript:VC2010_MAPPED_Y73B6BL.9b.1
0_20536: transcript:chrIV_pilon.g10590.3
0_20537: Transcript:VC2010_MAPPED_Y73B6BL.41.1
0_20538: transcript:chrIV_pilon.g10591
0_20539: Transcript:VC2010_MAPPED_Y73B6BL.40.1
0_20540: transcript:chrIV_pilon.g10592
0_20541: Transcript:VC2010_MAPPED_Y73B6BL.11.1
0_20542: transcript:chrIV_pilon.g10593
0_20543: transcript:chrIV_pilon.g10594.1
0_20544: transcript:chrIV_pilon.g10594.2
0_20545: Transcript:VC2010_MAPPED_Y73B6BL.7a.1
0_20546: Transcript:VC2010_MAPPED_Y73B6BL.7c.1
0_20547: transcript:chrIV_pilon.g10595
0_20548: Transcript:VC2010_MAPPED_Y73B6BL.7b.1
0_20549: Transcript:VC2010_MAPPED_Y73B6BL.12.1
0_20550: transcript:chrIV_pilon.g10596
0_20551: Transcript:VC2010_MAPPED_Y73B6BL.29a.1
0_20552: transcript:chrIV_pilon.g10597
0_20553: Transcript:VC2010_MAPPED_Y73B6BL.29b.1
0_20554: Transcript:VC2010_MAPPED_Y73B6BL.6a.1
0_20555: Transcript:VC2010_MAPPED_Y73B6BL.6b.1
0_20556: transcript:chrIV_pilon.g10598.1
0_20557: transcript:chrIV_pilon.g10598.2
0_20558: Transcript:VC2010_MAPPED_Y73B6BL.32.1
0_20559: transcript:chrIV_pilon.g10599
0_20560: Transcript:VC2010_MAPPED_Y73B6BL.5d.1
0_20561: Transcript:VC2010_MAPPED_Y73B6BL.5a.1
0_20562: Transcript:VC2010_MAPPED_Y73B6BL.5b.1
0_20563: transcript:chrIV_pilon.g10600.1
0_20564: transcript:chrIV_pilon.g10600.2
0_20565: Transcript:VC2010_MAPPED_Y73B6BL.5c.1
0_20566: Transcript:VC2010_MAPPED_Y73B6BL.5e.1
0_20567: Transcript:VC2010_MAPPED_Y73B6BL.30a.1
0_20568: transcript:chrIV_pilon.g10601
0_20569: Transcript:VC2010_MAPPED_Y73B6BL.30b.1
0_20570: Transcript:VC2010_MAPPED_Y73B6BL.13.1
0_20571: transcript:chrIV_pilon.g10602
0_20572: Transcript:VC2010_MAPPED_Y73B6BL.4.1
0_20573: transcript:chrIV_pilon.g10603
0_20574: Transcript:VC2010_MAPPED_Y73B6BL.288.1
0_20575: transcript:chrIV_pilon.g10604
0_20576: Transcript:VC2010_MAPPED_Y73B6BL.14.1
0_20577: transcript:chrIV_pilon.g10605
0_20578: transcript:chrIV_pilon.g10606
0_20579: transcript:chrIV_pilon.g10607
0_20580: Transcript:VC2010_MAPPED_Y73B6BL.289.1
0_20581: transcript:chrIV_pilon.g10608
0_20582: transcript:chrIV_pilon.g10609.1
0_20583: transcript:chrIV_pilon.g10609.2
0_20584: Transcript:VC2010_MAPPED_Y73B6BL.47.1
0_20585: transcript:chrIV_pilon.g10610.1
0_20586: transcript:chrIV_pilon.g10610.2
0_20587: Transcript:VC2010_MAPPED_Y73B6BL.270.1
0_20588: Transcript:VC2010_MAPPED_Y73B6BL.18a.1
0_20589: Transcript:VC2010_MAPPED_Y73B6BL.18b.1
0_20590: transcript:chrIV_pilon.g10611.1
0_20591: transcript:chrIV_pilon.g10611.2
0_20592: transcript:chrIV_pilon.g10611.3
0_20593: Transcript:VC2010_MAPPED_Y73B6BL.33b.1
0_20594: Transcript:VC2010_MAPPED_Y73B6BL.33a.1
0_20595: transcript:chrIV_pilon.g10612
0_20596: Transcript:VC2010_MAPPED_Y73B6BL.34.1
0_20597: transcript:chrIV_pilon.g10613
0_20598: Transcript:VC2010_MAPPED_Y73B6BL.19.1
0_20599: transcript:chrIV_pilon.g10614
0_20600: Transcript:VC2010_MAPPED_Y73B6BL.21c.1
0_20601: Transcript:VC2010_MAPPED_Y73B6BL.21b.1
0_20602: Transcript:VC2010_MAPPED_Y73B6BL.21d.1
0_20603: transcript:chrIV_pilon.g10615.2
0_20604: Transcript:VC2010_MAPPED_Y73B6BL.21a.1
0_20605: transcript:chrIV_pilon.g10615.1
0_20606: Transcript:VC2010_MAPPED_Y73B6BL.39.1
0_20607: transcript:chrIV_pilon.g10616
0_20608: Transcript:VC2010_MAPPED_Y73B6BL.35b.1
0_20609: Transcript:VC2010_MAPPED_Y73B6BL.35a.1
0_20610: transcript:chrIV_pilon.g10617
0_20611: Transcript:VC2010_MAPPED_Y73B6BL.3.1
0_20612: transcript:chrIV_pilon.g10618
0_20613: Transcript:VC2010_MAPPED_Y73B6BL.22.1
0_20614: transcript:chrIV_pilon.g10619
0_20615: Transcript:VC2010_MAPPED_Y73B6BL.23.1
0_20616: transcript:chrIV_pilon.g10620
0_20617: Transcript:VC2010_MAPPED_Y73B6BL.2.1
0_20618: transcript:chrIV_pilon.g10621
0_20619: Transcript:VC2010_MAPPED_Y73B6BL.38.1
0_20620: Transcript:VC2010_MAPPED_Y73B6BL.24.1
0_20621: transcript:chrIV_pilon.g10622
0_20622: Transcript:VC2010_MAPPED_Y73B6BL.25.1
0_20623: transcript:chrIV_pilon.g10623
0_20624: Transcript:VC2010_MAPPED_Y73B6BL.43.1
0_20625: transcript:chrIV_pilon.g10624
0_20626: Transcript:VC2010_MAPPED_Y73B6BL.31a.1
0_20627: transcript:chrIV_pilon.g10625
0_20628: Transcript:VC2010_MAPPED_Y73B6BL.31b.1
0_20629: Transcript:VC2010_MAPPED_Y73B6BL.26a.1
0_20630: transcript:chrIV_pilon.g10626.2
0_20631: Transcript:VC2010_MAPPED_Y73B6BL.26b.1
0_20632: transcript:chrIV_pilon.g10626.1
0_20633: Transcript:VC2010_MAPPED_Y73B6BL.42.1
0_20634: transcript:chrIV_pilon.g10627
0_20635: Transcript:VC2010_MAPPED_Y73B6BL.36.1
0_20636: transcript:chrIV_pilon.g10628
0_20637: Transcript:VC2010_MAPPED_Y73B6BL.27.1
0_20638: transcript:chrIV_pilon.g10629
0_20639: Transcript:VC2010_MAPPED_Y73B6BL.1.1
0_20640: transcript:chrIV_pilon.g10630
0_20641: Transcript:VC2010_MAPPED_Y73B6BL.37.1
0_20642: transcript:chrIV_pilon.g10631
0_20643: Transcript:VC2010_MAPPED_Y73B6BL.44.1
0_20644: transcript:chrIV_pilon.g10632
0_20645: Transcript:VC2010_MAPPED_Y73B6BR.1b.1
0_20646: transcript:chrIV_pilon.g10633.1
0_20647: Transcript:VC2010_MAPPED_Y73B6BR.1a.1
0_20648: transcript:chrIV_pilon.g10633.2
0_20649: Transcript:VC2010_MAPPED_C01G5.7a.1
0_20650: Transcript:VC2010_MAPPED_C01G5.7b.1
0_20651: transcript:chrIV_pilon.g10634
0_20652: Transcript:VC2010_MAPPED_C01G5.9.1
0_20653: transcript:chrIV_pilon.g10635.2
0_20654: transcript:chrIV_pilon.g10635.3
0_20655: Transcript:VC2010_MAPPED_C01G5.6.1
0_20656: transcript:chrIV_pilon.g10635.1
0_20657: Transcript:VC2010_MAPPED_C01G5.5.1
0_20658: transcript:chrIV_pilon.g10636
0_20659: transcript:chrIV_pilon.g10637.1
0_20660: transcript:chrIV_pilon.g10637.2
0_20661: Transcript:VC2010_MAPPED_C01G5.4a.1
0_20662: transcript:chrIV_pilon.g10638
0_20663: Transcript:VC2010_MAPPED_C01G5.3.1
0_20664: transcript:chrIV_pilon.g10639
0_20665: transcript:chrIV_pilon.g10640.2
0_20666: transcript:chrIV_pilon.g10640.1
0_20667: Transcript:VC2010_MAPPED_C01G5.25.1
0_20668: transcript:chrIV_pilon.g10641.1
0_20669: transcript:chrIV_pilon.g10641.2
0_20670: Transcript:VC2010_MAPPED_C01G5.8a.1
