0_0: transcript:QX1410-16786-1
0_17973: transcript:QX1410-12766-2
0_17974: transcript:QX1410-12767-1
0_17975: transcript:QX1410-12768-1
0_17976: transcript:QX1410-12768-2
0_17977: transcript:QX1410-12769-1
0_17978: transcript:QX1410-12769-2
0_17979: transcript:QX1410-12770-1
0_17980: transcript:QX1410-12771-1
0_17981: transcript:QX1410-12772-1
0_17982: transcript:QX1410-12772-2
0_17983: transcript:QX1410-12773-1
0_17984: transcript:QX1410-12774-1
0_17985: transcript:QX1410-12774-2
0_17986: transcript:QX1410-12774-3
0_17987: transcript:QX1410-12775-1
0_17988: transcript:QX1410-12775-2
0_17989: transcript:QX1410-12776-1
0_17990: transcript:QX1410-12776-2
0_17991: transcript:QX1410-12777-1
0_17992: transcript:QX1410-12777-2
0_17993: transcript:QX1410-12778-1
0_17994: transcript:QX1410-12778-2
0_17995: transcript:QX1410-12779-1
0_17996: transcript:QX1410-12779-2
0_17997: transcript:QX1410-12780-1
0_17998: transcript:QX1410-12780-2
0_17999: transcript:QX1410-12780-3
0_18000: transcript:QX1410-12780-4
0_18001: transcript:QX1410-12778-3
0_18002: transcript:QX1410-12781-1
0_18003: transcript:QX1410-12782-1
0_18004: transcript:QX1410-12783-1
0_18005: transcript:QX1410-12784-1
0_18006: transcript:QX1410-12785-1
0_18007: transcript:QX1410-12786-1
0_18008: transcript:QX1410-12787-1
0_18009: transcript:QX1410-12788-1
0_18010: transcript:QX1410-12789-1
0_18011: transcript:QX1410-12790-1
0_18012: transcript:QX1410-12791-1
0_18013: transcript:QX1410-12792-1
0_18014: transcript:QX1410-12793-1
0_18015: transcript:QX1410-12794-1
0_18016: transcript:QX1410-12795-1
0_18017: transcript:QX1410-12796-1
0_18018: transcript:QX1410-12797-1
0_18019: transcript:QX1410-12798-1
0_18020: transcript:QX1410-12799-1
0_18021: transcript:QX1410-12799-2
0_18022: transcript:QX1410-12800-1
0_18023: transcript:QX1410-12801-1
0_18024: transcript:QX1410-12802-1
0_18025: transcript:QX1410-12803-1
0_18026: transcript:QX1410-12804-1
0_18027: transcript:QX1410-12805-1
0_18028: transcript:QX1410-12806-1
0_18029: transcript:QX1410-12807-1
0_18030: transcript:QX1410-12808-1
0_18031: transcript:QX1410-12809-1
0_18032: transcript:QX1410-12810-1
0_18033: transcript:QX1410-12811-1
0_18034: transcript:QX1410-12812-1
0_18035: transcript:QX1410-12813-1
0_18036: transcript:QX1410-12814-1
0_18037: transcript:QX1410-12815-1
0_18038: transcript:QX1410-12816-1
0_18039: transcript:QX1410-12817-1
0_18040: transcript:QX1410-12818-1
0_18041: transcript:QX1410-12819-1
0_18042: transcript:QX1410-12820-1
0_18043: transcript:QX1410-12821-1
0_18044: transcript:QX1410-12822-1
0_18045: transcript:QX1410-12822-2
0_18046: transcript:QX1410-12822-3
0_18047: transcript:QX1410-12823-1
0_18048: transcript:QX1410-12824-1
0_18049: transcript:QX1410-12825-1
0_18050: transcript:QX1410-12826-1
0_18051: transcript:QX1410-12827-1
0_18052: transcript:QX1410-12828-1
0_18053: transcript:QX1410-12828-2
0_18054: transcript:QX1410-12828-3
0_18055: transcript:QX1410-12828-4
0_18056: transcript:QX1410-12829-1
0_18057: transcript:QX1410-12830-1
0_18058: transcript:QX1410-12831-1
0_18059: transcript:QX1410-12832-1
0_18060: transcript:QX1410-12833-1
0_18061: transcript:QX1410-12834-1
0_18062: transcript:QX1410-12835-1
0_18063: transcript:QX1410-12836-1
0_18064: transcript:QX1410-12837-1
0_18065: transcript:QX1410-12838-1
0_18066: transcript:QX1410-12838-2
0_18067: transcript:QX1410-12839-1
0_18068: transcript:QX1410-12840-1
0_18069: transcript:QX1410-12840-2
0_18070: transcript:QX1410-12841-1
0_18071: transcript:QX1410-12841-2
0_18072: transcript:QX1410-12842-1
0_18073: transcript:QX1410-12843-1
0_18074: transcript:QX1410-12844-1
0_18075: transcript:QX1410-12845-1
0_18076: transcript:QX1410-12846-1
0_18077: transcript:QX1410-12847-1
0_18078: transcript:QX1410-12847-2
0_18079: transcript:QX1410-12848-1
0_18080: transcript:QX1410-12848-2
0_18081: transcript:QX1410-12848-3
0_18082: transcript:QX1410-12849-1
0_18083: transcript:QX1410-12850-1
0_18084: transcript:QX1410-12851-1
0_18085: transcript:QX1410-12851-2
0_18086: transcript:QX1410-12852-1
0_18087: transcript:QX1410-12853-1
0_18088: transcript:QX1410-12854-1
0_18089: transcript:QX1410-12855-1
0_18090: transcript:QX1410-12856-1
0_18091: transcript:QX1410-12857-1
0_18092: transcript:QX1410-12858-1
0_18093: transcript:QX1410-12859-1
0_18094: transcript:QX1410-12860-1
0_18095: transcript:QX1410-12861-1
0_18096: transcript:QX1410-12862-1
0_18097: transcript:QX1410-12863-1
0_18098: transcript:QX1410-12864-1
0_18099: transcript:QX1410-12865-1
0_18100: transcript:QX1410-12866-1
0_18101: transcript:QX1410-12867-1
0_18102: transcript:QX1410-12868-1
0_18103: transcript:QX1410-12868-2
0_18104: transcript:QX1410-12869-1
0_18105: transcript:QX1410-12870-1
0_18106: transcript:QX1410-12871-1
0_18107: transcript:QX1410-12872-1
0_18108: transcript:QX1410-12873-1
0_18109: transcript:QX1410-12874-1
0_18110: transcript:QX1410-12875-1
0_18111: transcript:QX1410-12876-1
0_18112: transcript:QX1410-12877-1
0_18113: transcript:QX1410-12878-1
0_18114: transcript:QX1410-12879-1
0_18115: transcript:QX1410-12880-1
0_18116: transcript:QX1410-12881-1
0_18117: transcript:QX1410-12882-1
0_18118: transcript:QX1410-12882-2
0_18119: transcript:QX1410-12883-1
0_18120: transcript:QX1410-12884-1
0_18121: transcript:QX1410-12884-2
0_18122: transcript:QX1410-12885-1
0_18123: transcript:QX1410-12886-1
0_18124: transcript:QX1410-12887-1
0_18125: transcript:QX1410-12888-1
0_18126: transcript:QX1410-12888-2
0_18127: transcript:QX1410-12889-1
0_18128: transcript:QX1410-12889-2
0_18129: transcript:QX1410-12890-1
0_18130: transcript:QX1410-12891-1
0_18131: transcript:QX1410-12892-1
0_18132: transcript:QX1410-12893-1
0_18133: transcript:QX1410-12894-1
0_18134: transcript:QX1410-12895-1
0_18135: transcript:QX1410-12895-2
0_18136: transcript:QX1410-12895-3
0_18137: transcript:QX1410-12895-4
0_18138: transcript:QX1410-12896-1
0_18139: transcript:QX1410-12897-1
0_18140: transcript:QX1410-12898-1
0_18141: transcript:QX1410-12899-1
0_18142: transcript:QX1410-12899-2
0_18143: transcript:QX1410-12899-3
0_18144: transcript:QX1410-12900-1
0_18145: transcript:QX1410-12900-2
0_18146: transcript:QX1410-12901-1
0_18147: transcript:QX1410-12902-1
0_18148: transcript:QX1410-12903-1
0_18149: transcript:QX1410-12904-1
0_18150: transcript:QX1410-12905-1
0_18151: transcript:QX1410-12905-2
0_18152: transcript:QX1410-12906-1
0_18153: transcript:QX1410-12907-1
0_18154: transcript:QX1410-12907-2
0_18155: transcript:QX1410-12908-1
0_18156: transcript:QX1410-12909-1
0_18157: transcript:QX1410-12910-1
0_18158: transcript:QX1410-12911-1
0_18159: transcript:QX1410-12911-2
0_18160: transcript:QX1410-12912-1
0_18161: transcript:QX1410-12912-2
0_18162: transcript:QX1410-12913-1
0_18163: transcript:QX1410-12914-1
0_18164: transcript:QX1410-12915-1
0_18165: transcript:QX1410-12916-1
0_18166: transcript:QX1410-12917-1
0_18167: transcript:QX1410-12918-1
0_18168: transcript:QX1410-12919-1
0_18169: transcript:QX1410-12920-1
0_18170: transcript:QX1410-12921-1
0_18171: transcript:QX1410-12922-1
0_18172: transcript:QX1410-12922-2
0_18173: transcript:QX1410-12922-3
0_18174: transcript:QX1410-12922-4
0_18175: transcript:QX1410-12922-5
0_18176: transcript:QX1410-12923-1
0_18177: transcript:QX1410-12924-1
0_18178: transcript:QX1410-12925-1
0_18179: transcript:QX1410-12926-1
0_18180: transcript:QX1410-12927-1
0_18181: transcript:QX1410-12927-2
0_18182: transcript:QX1410-12928-1
0_18183: transcript:QX1410-12928-2
0_18184: transcript:QX1410-12928-3
0_18185: transcript:QX1410-12929-1
0_18186: transcript:QX1410-12930-1
0_18187: transcript:QX1410-12931-1
0_18188: transcript:QX1410-12932-1
0_18189: transcript:QX1410-12933-1
0_18190: transcript:QX1410-12934-1
0_18191: transcript:QX1410-12934-2
0_18192: transcript:QX1410-12935-1
0_18193: transcript:QX1410-12936-1
0_18194: transcript:QX1410-12937-1
0_18195: transcript:QX1410-12938-1
0_18196: transcript:QX1410-12939-1
0_18197: transcript:QX1410-12939-2
0_18198: transcript:QX1410-12940-1
0_18199: transcript:QX1410-12941-1
0_18200: transcript:QX1410-12942-1
0_18201: transcript:QX1410-12943-1
0_18202: transcript:QX1410-12944-1
0_18203: transcript:QX1410-12945-1
0_18204: transcript:QX1410-12946-1
0_18205: transcript:QX1410-12946-2
0_18206: transcript:QX1410-12947-1
0_18207: transcript:QX1410-12947-2
0_18208: transcript:QX1410-12948-1
0_18209: transcript:QX1410-12949-1
0_18210: transcript:QX1410-12949-2
0_18211: transcript:QX1410-12950-1
0_18212: transcript:QX1410-12950-2
0_18213: transcript:QX1410-12950-3
0_18214: transcript:QX1410-12950-4
0_18215: transcript:QX1410-12951-1
0_18216: transcript:QX1410-12951-2
0_18217: transcript:QX1410-12952-1
0_18218: transcript:QX1410-12953-1
0_18219: transcript:QX1410-12953-2
0_18220: transcript:QX1410-12953-3
0_18221: transcript:QX1410-12954-1
0_18222: transcript:QX1410-12954-2
0_18223: transcript:QX1410-12954-3
0_18224: transcript:QX1410-12955-1
0_18225: transcript:QX1410-12956-1
0_18226: transcript:QX1410-12956-2
0_18227: transcript:QX1410-12957-1
0_18228: transcript:QX1410-12958-1
0_18229: transcript:QX1410-12959-1
0_18230: transcript:QX1410-12959-2
0_18231: transcript:QX1410-12959-3
0_18232: transcript:QX1410-12959-4
0_18233: transcript:QX1410-12959-5
0_18234: transcript:QX1410-12960-1
0_18235: transcript:QX1410-12960-2
0_18236: transcript:QX1410-12961-1
0_18237: transcript:QX1410-12962-1
0_18238: transcript:QX1410-12963-1
0_18239: transcript:QX1410-12964-1
0_18240: transcript:QX1410-12964-2
0_18241: transcript:QX1410-12964-3
0_18242: transcript:QX1410-12964-4
0_18243: transcript:QX1410-12965-1
0_18244: transcript:QX1410-12966-1
0_18245: transcript:QX1410-12967-1
0_18246: transcript:QX1410-12967-2
0_18247: transcript:QX1410-12967-3
0_18248: transcript:QX1410-12967-4
0_18249: transcript:QX1410-12967-5
0_18250: transcript:QX1410-12967-6
0_18251: transcript:QX1410-12967-7
0_18252: transcript:QX1410-12967-8
0_18253: transcript:QX1410-12967-9
0_18254: transcript:QX1410-12968-1
0_18255: transcript:QX1410-12969-1
0_18256: transcript:QX1410-12970-1
0_18257: transcript:QX1410-12971-1
0_18258: transcript:QX1410-12972-1
0_18259: transcript:QX1410-12972-2
0_18260: transcript:QX1410-12973-1
0_18261: transcript:QX1410-12974-1
0_18262: transcript:QX1410-12975-1
0_18263: transcript:QX1410-12976-1
0_18264: transcript:QX1410-12977-1
0_18265: transcript:QX1410-12978-1
0_18266: transcript:QX1410-12979-1
0_18267: transcript:QX1410-12980-1
0_18268: transcript:QX1410-12981-1
0_18269: transcript:QX1410-12982-1
0_18270: transcript:QX1410-12982-2
0_18271: transcript:QX1410-12983-1
0_18272: transcript:QX1410-12983-2
0_18273: transcript:QX1410-12984-1
0_18274: transcript:QX1410-12984-2
0_18275: transcript:QX1410-12985-1
0_18276: transcript:QX1410-12986-1
0_18277: transcript:QX1410-12986-2
0_18278: transcript:QX1410-12987-1
0_18279: transcript:QX1410-12988-1
0_18280: transcript:QX1410-12989-1
0_18281: transcript:QX1410-12990-1
0_18282: transcript:QX1410-12991-1
0_18283: transcript:QX1410-12992-1
0_18284: transcript:QX1410-12993-1
0_18285: transcript:QX1410-12994-1
0_18286: transcript:QX1410-12994-2
0_18287: transcript:QX1410-12994-3
0_18288: transcript:QX1410-12995-1
0_18289: transcript:QX1410-12994-4
0_18290: transcript:QX1410-12994-5
0_18291: transcript:QX1410-12996-1
0_18292: transcript:QX1410-12997-1
0_18293: transcript:QX1410-12997-2
0_18294: transcript:QX1410-12997-3
0_18295: transcript:QX1410-12997-4
0_18296: transcript:QX1410-12998-1
0_18297: transcript:QX1410-12999-1
0_18298: transcript:QX1410-13000-1
0_18299: transcript:QX1410-13001-1
0_18300: transcript:QX1410-13001-2
0_18301: transcript:QX1410-13002-1
0_18302: transcript:QX1410-13003-1
0_18303: transcript:QX1410-13004-1
0_18304: transcript:QX1410-13005-1
0_18305: transcript:QX1410-13006-1
0_18306: transcript:QX1410-13007-1
0_18307: transcript:QX1410-13008-1
0_18308: transcript:QX1410-13009-1
0_18309: transcript:QX1410-13009-2
0_18310: transcript:QX1410-13009-3
0_18311: transcript:QX1410-13009-4
0_18312: transcript:QX1410-13010-1
0_18313: transcript:QX1410-13011-1
0_18314: transcript:QX1410-13011-2
0_18315: transcript:QX1410-13011-3
0_18316: transcript:QX1410-13011-4
0_18317: transcript:QX1410-13012-1
0_18318: transcript:QX1410-13012-2
0_18319: transcript:QX1410-13013-1
0_18320: transcript:QX1410-13014-1
0_18321: transcript:QX1410-13015-1
0_18322: transcript:QX1410-13016-1
0_18323: transcript:QX1410-13017-1
0_18324: transcript:QX1410-13018-1
0_18325: transcript:QX1410-13019-1
0_18326: transcript:QX1410-13020-1
0_18327: transcript:QX1410-13021-1
0_18328: transcript:QX1410-13022-1
0_18329: transcript:QX1410-13023-1
0_18330: transcript:QX1410-13024-1
0_18331: transcript:QX1410-13025-1
0_18332: transcript:QX1410-13026-1
0_18333: transcript:QX1410-13027-1
0_18334: transcript:QX1410-13028-1
0_18335: transcript:QX1410-13029-1
0_18336: transcript:QX1410-13030-1
0_18337: transcript:QX1410-13031-1
0_18338: transcript:QX1410-13032-1
0_18339: transcript:QX1410-13032-2
0_18340: transcript:QX1410-13033-1
0_18341: transcript:QX1410-13034-1
0_18342: transcript:QX1410-13035-1
0_18343: transcript:QX1410-13036-1
0_18344: transcript:QX1410-13037-1
0_18345: transcript:QX1410-13038-1
0_18346: transcript:QX1410-13039-1
0_18347: transcript:QX1410-13040-1
0_18348: transcript:QX1410-13041-1
0_18349: transcript:QX1410-13041-2
0_18350: transcript:QX1410-13042-1
0_18351: transcript:QX1410-13043-1
0_18352: transcript:QX1410-13044-1
0_18353: transcript:QX1410-13044-2
0_18354: transcript:QX1410-13044-3
0_18355: transcript:QX1410-13045-1
0_18356: transcript:QX1410-13046-1
0_18357: transcript:QX1410-13047-1
0_18358: transcript:QX1410-13048-1
0_18359: transcript:QX1410-13049-1
0_18360: transcript:QX1410-13050-1
0_18361: transcript:QX1410-13051-1
0_18362: transcript:QX1410-13052-1
0_18363: transcript:QX1410-13052-2
0_18364: transcript:QX1410-13053-1
0_18365: transcript:QX1410-13054-1
0_18366: transcript:QX1410-13054-2
0_18367: transcript:QX1410-13054-3
0_18368: transcript:QX1410-13055-1
0_18369: transcript:QX1410-13055-2
0_18370: transcript:QX1410-13056-1
0_18371: transcript:QX1410-13056-2
0_18372: transcript:QX1410-13057-1
0_18373: transcript:QX1410-13058-1
0_18374: transcript:QX1410-13059-1
0_18375: transcript:QX1410-13059-2
0_18376: transcript:QX1410-13059-3
0_18377: transcript:QX1410-13059-4
0_18378: transcript:QX1410-13059-5
0_18379: transcript:QX1410-13060-1
0_18380: transcript:QX1410-13061-1
0_18381: transcript:QX1410-13062-1
0_18382: transcript:QX1410-13063-1
0_18383: transcript:QX1410-13064-1
0_18384: transcript:QX1410-13064-2
0_18385: transcript:QX1410-13065-1
0_18386: transcript:QX1410-13066-1
0_18387: transcript:QX1410-13067-1
0_18388: transcript:QX1410-13068-1
0_18389: transcript:QX1410-13069-1
0_18390: transcript:QX1410-13069-2
0_18391: transcript:QX1410-13070-1
0_18392: transcript:QX1410-13070-2
0_18393: transcript:QX1410-13071-1
0_18394: transcript:QX1410-13072-1
0_18395: transcript:QX1410-13073-1
0_18396: transcript:QX1410-13074-1
0_18397: transcript:QX1410-13075-1
0_18398: transcript:QX1410-13076-1
0_18399: transcript:QX1410-13077-1
0_18400: transcript:QX1410-13078-1
0_18401: transcript:QX1410-13079-1
0_18402: transcript:QX1410-13080-1
0_18403: transcript:QX1410-13081-1
0_18404: transcript:QX1410-13082-1
0_18405: transcript:QX1410-13083-1
0_18406: transcript:QX1410-13084-1
0_18407: transcript:QX1410-13085-1
0_18408: transcript:QX1410-13086-1
0_18409: transcript:QX1410-13086-2
0_18410: transcript:QX1410-13087-1
0_18411: transcript:QX1410-13088-1
0_18412: transcript:QX1410-13089-1
0_18413: transcript:QX1410-13090-1
0_18414: transcript:QX1410-13091-1
0_18415: transcript:QX1410-13092-1
0_18416: transcript:QX1410-13093-1
0_18417: transcript:QX1410-13094-1
0_18418: transcript:QX1410-13095-1
0_18419: transcript:QX1410-13096-1
0_18420: transcript:QX1410-13097-1
0_18421: transcript:QX1410-13098-1
0_18422: transcript:QX1410-13099-1
0_18423: transcript:QX1410-13100-1
0_18424: transcript:QX1410-13101-1
0_18425: transcript:QX1410-13102-1
0_18426: transcript:QX1410-13103-1
0_18427: transcript:QX1410-13104-1
0_18428: transcript:QX1410-13105-1
0_18429: transcript:QX1410-13106-1
0_18430: transcript:QX1410-13107-1
0_18431: transcript:QX1410-13108-1
0_18432: transcript:QX1410-13109-1
0_18433: transcript:QX1410-13110-1
0_18434: transcript:QX1410-13111-1
0_18435: transcript:QX1410-13112-1
0_18436: transcript:QX1410-13113-1
0_18437: transcript:QX1410-13114-1
0_18438: transcript:QX1410-13115-1
0_18439: transcript:QX1410-13116-1
0_18440: transcript:QX1410-13117-1
0_18441: transcript:QX1410-13118-1
0_18442: transcript:QX1410-13119-1
0_18443: transcript:QX1410-13120-1
0_18444: transcript:QX1410-13121-1
0_18445: transcript:QX1410-13122-1
0_18446: transcript:QX1410-13123-1
0_18447: transcript:QX1410-13124-1
0_18448: transcript:QX1410-13125-1
0_18449: transcript:QX1410-13125-2
0_18450: transcript:QX1410-13125-3
0_18451: transcript:QX1410-13126-1
0_18452: transcript:QX1410-13126-2
0_18453: transcript:QX1410-13126-3
0_18454: transcript:QX1410-13127-1
0_18455: transcript:QX1410-13128-1
0_18456: transcript:QX1410-13129-1
0_18457: transcript:QX1410-13130-1
0_18458: transcript:QX1410-13131-1
0_18459: transcript:QX1410-13132-1
0_18460: transcript:QX1410-13132-2
0_18461: transcript:QX1410-13132-3
0_18462: transcript:QX1410-13132-4
0_18463: transcript:QX1410-13132-5
0_18464: transcript:QX1410-13133-1
0_18465: transcript:QX1410-13134-1
0_18466: transcript:QX1410-13135-1
0_18467: transcript:QX1410-13136-1
0_18468: transcript:QX1410-13137-1
0_18469: transcript:QX1410-13138-1
0_18470: transcript:QX1410-13139-1
0_18471: transcript:QX1410-13140-1
0_18472: transcript:QX1410-13141-1
0_18473: transcript:QX1410-13142-1
0_18474: transcript:QX1410-13143-1
0_18475: transcript:QX1410-13144-1
0_18476: transcript:QX1410-13145-1
0_18477: transcript:QX1410-13146-1
0_18478: transcript:QX1410-13147-1
0_18479: transcript:QX1410-13148-1
0_18480: transcript:QX1410-13149-1
0_18481: transcript:QX1410-13150-1
0_18482: transcript:QX1410-13151-1
0_18483: transcript:QX1410-13152-1
0_18484: transcript:QX1410-13153-1
0_18485: transcript:QX1410-13154-1
0_18486: transcript:QX1410-13155-1
0_18487: transcript:QX1410-13155-2
0_18488: transcript:QX1410-13156-1
0_18489: transcript:QX1410-13157-1
0_18490: transcript:QX1410-13158-1
0_18491: transcript:QX1410-13159-1
0_18492: transcript:QX1410-13160-1
0_18493: transcript:QX1410-13161-1
0_18494: transcript:QX1410-13162-1
0_18495: transcript:QX1410-13163-1
0_18496: transcript:QX1410-13163-2
0_18497: transcript:QX1410-13164-1
0_18498: transcript:QX1410-13165-1
0_18499: transcript:QX1410-13166-1
0_18500: transcript:QX1410-13167-1
0_18501: transcript:QX1410-13168-1
0_18502: transcript:QX1410-13169-1
0_18503: transcript:QX1410-13170-1
0_18504: transcript:QX1410-13171-1
0_18505: transcript:QX1410-13172-1
0_18506: transcript:QX1410-13173-1
0_18507: transcript:QX1410-13174-1
0_18508: transcript:QX1410-13175-1
0_18509: transcript:QX1410-13176-1
0_18510: transcript:QX1410-13177-1
0_18511: transcript:QX1410-13178-1
0_18512: transcript:QX1410-13179-1
0_18513: transcript:QX1410-13180-1
0_18514: transcript:QX1410-13181-1
0_18515: transcript:QX1410-13182-1
0_18516: transcript:QX1410-13183-1
0_18517: transcript:QX1410-13184-1
0_18518: transcript:QX1410-13185-1
0_18519: transcript:QX1410-13186-1
0_18520: transcript:QX1410-13187-1
0_18521: transcript:QX1410-13188-1
0_18522: transcript:QX1410-13189-1
0_18523: transcript:QX1410-13190-1
